date,Experimental Plot,Lysimeter,Percolation (mm/day)
2021-06-18,E2,Lysimeter 1,
2021-06-19,E2,Lysimeter 1,
2021-06-20,E2,Lysimeter 1,
2021-06-21,E2,Lysimeter 1,
2021-06-22,E2,Lysimeter 1,
2021-06-23,E2,Lysimeter 1,
2021-06-24,E2,Lysimeter 1,
2021-06-25,E2,Lysimeter 1,
2021-06-26,E2,Lysimeter 1,
2021-06-27,E2,Lysimeter 1,
2021-06-28,E2,Lysimeter 1,
2021-06-29,E2,Lysimeter 1,
2021-06-30,E2,Lysimeter 1,
2018-07-01,E3,Lysimeter 1,0.0
2018-07-02,E3,Lysimeter 1,0.0
2018-07-03,E3,Lysimeter 1,0.0
2018-07-04,E3,Lysimeter 1,0.0
2018-07-05,E3,Lysimeter 1,0.0
2018-07-06,E3,Lysimeter 1,0.0
2018-07-07,E3,Lysimeter 1,0.0
2018-07-08,E3,Lysimeter 1,0.0
2018-07-09,E3,Lysimeter 1,0.0
2018-07-10,E3,Lysimeter 1,0.004
2018-07-11,E3,Lysimeter 1,0.0
2018-07-12,E3,Lysimeter 1,0.0
2018-07-13,E3,Lysimeter 1,0.0
2018-07-14,E3,Lysimeter 1,0.0
2018-07-15,E3,Lysimeter 1,0.0
2018-07-16,E3,Lysimeter 1,0.0
2018-07-17,E3,Lysimeter 1,0.0
2018-07-18,E3,Lysimeter 1,0.0
2018-07-19,E3,Lysimeter 1,0.0
2018-07-20,E3,Lysimeter 1,0.0
2018-07-21,E3,Lysimeter 1,0.0
2018-07-22,E3,Lysimeter 1,0.0
2018-07-23,E3,Lysimeter 1,0.0
2018-07-24,E3,Lysimeter 1,0.0
2018-07-25,E3,Lysimeter 1,0.0
2018-07-26,E3,Lysimeter 1,0.0
2018-07-27,E3,Lysimeter 1,0.0
2018-07-28,E3,Lysimeter 1,0.0
2018-07-29,E3,Lysimeter 1,0.0
2018-07-30,E3,Lysimeter 1,0.0
2018-07-31,E3,Lysimeter 1,0.0
2018-08-01,E3,Lysimeter 1,0.0
2018-08-02,E3,Lysimeter 1,0.0
2018-08-03,E3,Lysimeter 1,0.0
2018-08-04,E3,Lysimeter 1,0.0
2018-08-05,E3,Lysimeter 1,0.0
2018-08-06,E3,Lysimeter 1,0.0
2018-08-07,E3,Lysimeter 1,0.0
2018-08-08,E3,Lysimeter 1,0.0
2018-08-09,E3,Lysimeter 1,0.0
2018-08-10,E3,Lysimeter 1,0.0
2018-08-11,E3,Lysimeter 1,0.0
2018-08-12,E3,Lysimeter 1,0.0
2018-08-13,E3,Lysimeter 1,0.0
2018-08-14,E3,Lysimeter 1,0.0
2018-08-15,E3,Lysimeter 1,0.0
2018-08-16,E3,Lysimeter 1,0.0
2018-08-17,E3,Lysimeter 1,0.0
2018-08-18,E3,Lysimeter 1,0.0
2018-08-19,E3,Lysimeter 1,0.0
2018-08-20,E3,Lysimeter 1,0.0
2018-08-21,E3,Lysimeter 1,0.0
2018-08-22,E3,Lysimeter 1,0.0
2018-08-23,E3,Lysimeter 1,0.0
2018-08-24,E3,Lysimeter 1,0.0
2018-08-25,E3,Lysimeter 1,0.0
2018-08-26,E3,Lysimeter 1,0.0
2018-08-27,E3,Lysimeter 1,0.0
2018-08-28,E3,Lysimeter 1,0.0
2018-08-29,E3,Lysimeter 1,0.0
2018-08-30,E3,Lysimeter 1,0.004
2018-08-31,E3,Lysimeter 1,0.0
2018-09-01,E3,Lysimeter 1,0.0
2018-09-02,E3,Lysimeter 1,0.0
2018-09-03,E3,Lysimeter 1,0.0
2018-09-04,E3,Lysimeter 1,0.0
2018-09-05,E3,Lysimeter 1,0.0
2018-09-06,E3,Lysimeter 1,0.0
2018-09-07,E3,Lysimeter 1,0.0
2018-09-08,E3,Lysimeter 1,0.0
2018-09-09,E3,Lysimeter 1,0.0
2018-09-10,E3,Lysimeter 1,0.0
2018-09-11,E3,Lysimeter 1,0.0
2018-09-12,E3,Lysimeter 1,0.0
2018-09-13,E3,Lysimeter 1,0.0
2018-09-14,E3,Lysimeter 1,0.0
2018-09-15,E3,Lysimeter 1,0.0
2018-09-16,E3,Lysimeter 1,0.0
2018-09-17,E3,Lysimeter 1,0.0
2018-09-18,E3,Lysimeter 1,0.0
2018-09-19,E3,Lysimeter 1,0.0
2018-09-20,E3,Lysimeter 1,0.0
2018-09-21,E3,Lysimeter 1,0.0
2018-09-22,E3,Lysimeter 1,0.0
2018-09-23,E3,Lysimeter 1,0.0
2018-09-24,E3,Lysimeter 1,0.0
2018-09-25,E3,Lysimeter 1,0.0
2018-09-26,E3,Lysimeter 1,0.0
2018-09-27,E3,Lysimeter 1,0.0
2018-09-28,E3,Lysimeter 1,0.0
2018-09-29,E3,Lysimeter 1,0.0
2018-09-30,E3,Lysimeter 1,0.0
2018-10-01,E3,Lysimeter 1,0.0
2018-10-02,E3,Lysimeter 1,0.0
2018-10-03,E3,Lysimeter 1,0.0
2018-10-04,E3,Lysimeter 1,0.0
2018-10-05,E3,Lysimeter 1,0.0
2018-10-06,E3,Lysimeter 1,0.0
2018-10-07,E3,Lysimeter 1,0.0
2018-10-08,E3,Lysimeter 1,0.0
2018-10-09,E3,Lysimeter 1,0.0
2018-10-10,E3,Lysimeter 1,0.0
2018-10-11,E3,Lysimeter 1,
2018-10-12,E3,Lysimeter 1,
2018-10-13,E3,Lysimeter 1,
2018-10-14,E3,Lysimeter 1,
2018-10-15,E3,Lysimeter 1,
2018-10-16,E3,Lysimeter 1,
2018-10-17,E3,Lysimeter 1,
2018-10-18,E3,Lysimeter 1,
2018-10-19,E3,Lysimeter 1,
2018-10-20,E3,Lysimeter 1,
2018-10-21,E3,Lysimeter 1,
2018-10-22,E3,Lysimeter 1,
2018-10-23,E3,Lysimeter 1,
2018-10-24,E3,Lysimeter 1,
2018-10-25,E3,Lysimeter 1,
2018-10-26,E3,Lysimeter 1,
2018-10-27,E3,Lysimeter 1,
2018-10-28,E3,Lysimeter 1,
2018-10-29,E3,Lysimeter 1,
2018-10-30,E3,Lysimeter 1,
2018-10-31,E3,Lysimeter 1,0.5
2018-11-01,E3,Lysimeter 1,0.524
2018-11-02,E3,Lysimeter 1,0.568
2018-11-03,E3,Lysimeter 1,0.636
2018-11-04,E3,Lysimeter 1,0.772
2018-11-05,E3,Lysimeter 1,0.972
2018-11-06,E3,Lysimeter 1,3.224
2018-11-07,E3,Lysimeter 1,4.544
2018-11-08,E3,Lysimeter 1,4.992
2018-11-09,E3,Lysimeter 1,5.008
2018-11-10,E3,Lysimeter 1,4.676
2018-11-11,E3,Lysimeter 1,4.216
2018-11-12,E3,Lysimeter 1,2.46
2018-11-13,E3,Lysimeter 1,4.032
2018-11-14,E3,Lysimeter 1,0.12
2018-11-15,E3,Lysimeter 1,0.0
2018-11-16,E3,Lysimeter 1,0.0
2018-11-17,E3,Lysimeter 1,0.0
2018-11-18,E3,Lysimeter 1,0.0
2018-11-19,E3,Lysimeter 1,0.0
2018-11-20,E3,Lysimeter 1,0.004
2018-11-21,E3,Lysimeter 1,0.0
2018-11-22,E3,Lysimeter 1,0.0
2018-11-23,E3,Lysimeter 1,0.0
2018-11-24,E3,Lysimeter 1,0.0
2018-11-25,E3,Lysimeter 1,0.0
2018-11-26,E3,Lysimeter 1,0.708
2018-11-27,E3,Lysimeter 1,0.0
2018-11-28,E3,Lysimeter 1,0.0
2018-11-29,E3,Lysimeter 1,0.0
2018-11-30,E3,Lysimeter 1,0.0
2018-12-01,E3,Lysimeter 1,0.0
2018-12-02,E3,Lysimeter 1,0.004
2018-12-03,E3,Lysimeter 1,1.748
2018-12-04,E3,Lysimeter 1,0.3
2018-12-05,E3,Lysimeter 1,0.0
2018-12-06,E3,Lysimeter 1,0.0
2018-12-07,E3,Lysimeter 1,0.0
2018-12-08,E3,Lysimeter 1,0.0
2018-12-09,E3,Lysimeter 1,0.0
2018-12-10,E3,Lysimeter 1,0.0
2018-12-11,E3,Lysimeter 1,0.0
2018-12-12,E3,Lysimeter 1,0.0
2018-12-13,E3,Lysimeter 1,0.0
2018-12-14,E3,Lysimeter 1,0.0
2018-12-15,E3,Lysimeter 1,0.004
2018-12-16,E3,Lysimeter 1,0.0
2018-12-17,E3,Lysimeter 1,0.0
2018-12-18,E3,Lysimeter 1,0.0
2018-12-19,E3,Lysimeter 1,0.0
2018-12-20,E3,Lysimeter 1,0.0
2018-12-21,E3,Lysimeter 1,15.584
2018-12-22,E3,Lysimeter 1,3.512
2018-12-23,E3,Lysimeter 1,0.188
2018-12-24,E3,Lysimeter 1,0.0
2018-12-25,E3,Lysimeter 1,0.0
2018-12-26,E3,Lysimeter 1,0.0
2018-12-27,E3,Lysimeter 1,0.0
2018-12-28,E3,Lysimeter 1,0.0
2018-12-29,E3,Lysimeter 1,12.304
2018-12-30,E3,Lysimeter 1,0.0
2018-12-31,E3,Lysimeter 1,0.004
2019-01-01,E3,Lysimeter 1,0.0
2019-01-02,E3,Lysimeter 1,0.0
2019-01-03,E3,Lysimeter 1,0.0
2019-01-04,E3,Lysimeter 1,0.0
2019-01-05,E3,Lysimeter 1,0.0
2019-01-06,E3,Lysimeter 1,0.0
2019-01-07,E3,Lysimeter 1,0.0
2019-01-08,E3,Lysimeter 1,0.0
2019-01-09,E3,Lysimeter 1,0.0
2019-01-10,E3,Lysimeter 1,0.0
2019-01-11,E3,Lysimeter 1,0.0
2019-01-12,E3,Lysimeter 1,0.0
2019-01-13,E3,Lysimeter 1,0.0
2019-01-14,E3,Lysimeter 1,0.0
2019-01-15,E3,Lysimeter 1,0.0
2019-01-16,E3,Lysimeter 1,0.0
2019-01-17,E3,Lysimeter 1,0.0
2019-01-18,E3,Lysimeter 1,0.0
2019-01-19,E3,Lysimeter 1,0.0
2019-01-20,E3,Lysimeter 1,0.0
2019-01-21,E3,Lysimeter 1,0.0
2019-01-22,E3,Lysimeter 1,0.0
2019-01-23,E3,Lysimeter 1,0.0
2019-01-24,E3,Lysimeter 1,0.0
2019-01-25,E3,Lysimeter 1,0.0
2019-01-26,E3,Lysimeter 1,0.0
2019-01-27,E3,Lysimeter 1,0.0
2019-01-28,E3,Lysimeter 1,0.0
2019-01-29,E3,Lysimeter 1,0.0
2019-01-30,E3,Lysimeter 1,0.0
2019-01-31,E3,Lysimeter 1,0.0
2019-02-01,E3,Lysimeter 1,0.0
2019-02-02,E3,Lysimeter 1,0.0
2019-02-03,E3,Lysimeter 1,0.0
2019-02-04,E3,Lysimeter 1,0.0
2019-02-05,E3,Lysimeter 1,0.0
2019-02-06,E3,Lysimeter 1,0.0
2019-02-07,E3,Lysimeter 1,0.0
2019-02-08,E3,Lysimeter 1,0.0
2019-02-09,E3,Lysimeter 1,0.0
2019-02-10,E3,Lysimeter 1,0.0
2019-02-11,E3,Lysimeter 1,0.0
2019-02-12,E3,Lysimeter 1,0.0
2019-02-13,E3,Lysimeter 1,0.0
2019-02-14,E3,Lysimeter 1,0.0
2019-02-15,E3,Lysimeter 1,0.0
2019-02-16,E3,Lysimeter 1,0.0
2019-02-17,E3,Lysimeter 1,0.0
2019-02-18,E3,Lysimeter 1,0.0
2019-02-19,E3,Lysimeter 1,0.0
2019-02-20,E3,Lysimeter 1,0.0
2019-02-21,E3,Lysimeter 1,0.0
2019-02-22,E3,Lysimeter 1,0.0
2019-02-23,E3,Lysimeter 1,0.0
2019-02-24,E3,Lysimeter 1,0.0
2019-02-25,E3,Lysimeter 1,0.0
2019-02-26,E3,Lysimeter 1,0.0
2019-02-27,E3,Lysimeter 1,0.0
2019-02-28,E3,Lysimeter 1,0.0
2019-03-01,E3,Lysimeter 1,0.0
2019-03-02,E3,Lysimeter 1,0.0
2019-03-03,E3,Lysimeter 1,0.0
2019-03-04,E3,Lysimeter 1,0.0
2019-03-05,E3,Lysimeter 1,0.0
2019-03-06,E3,Lysimeter 1,0.0
2019-03-07,E3,Lysimeter 1,0.0
2019-03-08,E3,Lysimeter 1,0.0
2019-03-09,E3,Lysimeter 1,0.0
2019-03-10,E3,Lysimeter 1,0.0
2019-03-11,E3,Lysimeter 1,0.0
2019-03-12,E3,Lysimeter 1,0.0
2019-03-13,E3,Lysimeter 1,0.0
2019-03-14,E3,Lysimeter 1,0.0
2019-03-15,E3,Lysimeter 1,0.0
2019-03-16,E3,Lysimeter 1,0.0
2019-03-17,E3,Lysimeter 1,0.0
2019-03-18,E3,Lysimeter 1,0.0
2019-03-19,E3,Lysimeter 1,0.0
2019-03-20,E3,Lysimeter 1,0.0
2019-03-21,E3,Lysimeter 1,0.0
2019-03-22,E3,Lysimeter 1,0.0
2019-03-23,E3,Lysimeter 1,0.0
2019-03-24,E3,Lysimeter 1,0.0
2019-03-25,E3,Lysimeter 1,0.0
2019-03-26,E3,Lysimeter 1,0.0
2019-03-27,E3,Lysimeter 1,0.0
2019-03-28,E3,Lysimeter 1,0.0
2019-03-29,E3,Lysimeter 1,0.0
2019-03-30,E3,Lysimeter 1,0.0
2019-03-31,E3,Lysimeter 1,0.0
2019-04-01,E3,Lysimeter 1,0.0
2019-04-02,E3,Lysimeter 1,0.0
2019-04-03,E3,Lysimeter 1,6.168
2019-04-04,E3,Lysimeter 1,0.496
2019-04-05,E3,Lysimeter 1,0.424
2019-04-06,E3,Lysimeter 1,1.116
2019-04-07,E3,Lysimeter 1,1.276
2019-04-08,E3,Lysimeter 1,1.176
2019-04-09,E3,Lysimeter 1,0.008
2019-04-10,E3,Lysimeter 1,0.14
2019-04-11,E3,Lysimeter 1,0.336
2019-04-12,E3,Lysimeter 1,0.2
2019-04-13,E3,Lysimeter 1,0.008
2019-04-14,E3,Lysimeter 1,0.0
2019-04-15,E3,Lysimeter 1,0.0
2019-04-16,E3,Lysimeter 1,0.0
2019-04-17,E3,Lysimeter 1,0.016
2019-04-18,E3,Lysimeter 1,0.0
2019-04-19,E3,Lysimeter 1,0.0
2019-04-20,E3,Lysimeter 1,0.0
2019-04-21,E3,Lysimeter 1,0.0
2019-04-22,E3,Lysimeter 1,0.0
2019-04-23,E3,Lysimeter 1,0.0
2019-04-24,E3,Lysimeter 1,0.408
2019-04-25,E3,Lysimeter 1,0.368
2019-04-26,E3,Lysimeter 1,0.356
2019-04-27,E3,Lysimeter 1,2.04
2019-04-28,E3,Lysimeter 1,1.344
2019-04-29,E3,Lysimeter 1,2.624
2019-04-30,E3,Lysimeter 1,4.22
2019-05-01,E3,Lysimeter 1,4.988
2019-05-02,E3,Lysimeter 1,4.988
2019-05-03,E3,Lysimeter 1,4.432
2019-05-04,E3,Lysimeter 1,4.024
2019-05-05,E3,Lysimeter 1,3.716
2019-05-06,E3,Lysimeter 1,3.524
2019-05-07,E3,Lysimeter 1,3.264
2019-05-08,E3,Lysimeter 1,2.916
2019-05-09,E3,Lysimeter 1,2.72
2019-05-10,E3,Lysimeter 1,2.484
2019-05-11,E3,Lysimeter 1,2.292
2019-05-12,E3,Lysimeter 1,2.232
2019-05-13,E3,Lysimeter 1,2.424
2019-05-14,E3,Lysimeter 1,2.524
2019-05-15,E3,Lysimeter 1,2.472
2019-05-16,E3,Lysimeter 1,2.356
2019-05-17,E3,Lysimeter 1,2.236
2019-05-18,E3,Lysimeter 1,2.08
2019-05-19,E3,Lysimeter 1,1.984
2019-05-20,E3,Lysimeter 1,1.856
2019-05-21,E3,Lysimeter 1,1.704
2019-05-22,E3,Lysimeter 1,1.608
2019-05-23,E3,Lysimeter 1,1.552
2019-05-24,E3,Lysimeter 1,1.468
2019-05-25,E3,Lysimeter 1,1.42
2019-05-26,E3,Lysimeter 1,1.404
2019-05-27,E3,Lysimeter 1,1.448
2019-05-28,E3,Lysimeter 1,1.536
2019-05-29,E3,Lysimeter 1,1.576
2019-05-30,E3,Lysimeter 1,1.544
2019-05-31,E3,Lysimeter 1,1.468
2019-06-01,E3,Lysimeter 1,1.4
2019-06-02,E3,Lysimeter 1,1.336
2019-06-03,E3,Lysimeter 1,1.252
2019-06-04,E3,Lysimeter 1,1.224
2019-06-05,E3,Lysimeter 1,1.244
2019-06-06,E3,Lysimeter 1,1.268
2019-06-07,E3,Lysimeter 1,1.308
2019-06-08,E3,Lysimeter 1,1.3
2019-06-09,E3,Lysimeter 1,1.264
2019-06-10,E3,Lysimeter 1,1.212
2019-06-11,E3,Lysimeter 1,1.14
2019-06-12,E3,Lysimeter 1,1.08
2019-06-13,E3,Lysimeter 1,1.048
2019-06-14,E3,Lysimeter 1,1.016
2019-06-15,E3,Lysimeter 1,1.016
2019-06-16,E3,Lysimeter 1,0.992
2019-06-17,E3,Lysimeter 1,0.976
2019-06-18,E3,Lysimeter 1,1.0
2019-06-19,E3,Lysimeter 1,1.052
2019-06-20,E3,Lysimeter 1,1.104
2019-06-21,E3,Lysimeter 1,1.124
2019-06-22,E3,Lysimeter 1,1.188
2019-06-23,E3,Lysimeter 1,1.396
2019-06-24,E3,Lysimeter 1,1.664
2019-06-25,E3,Lysimeter 1,1.828
2019-06-26,E3,Lysimeter 1,1.844
2019-06-27,E3,Lysimeter 1,1.792
2019-06-28,E3,Lysimeter 1,1.676
2019-06-29,E3,Lysimeter 1,1.78
2019-06-30,E3,Lysimeter 1,1.688
2019-07-01,E3,Lysimeter 1,1.648
2019-07-02,E3,Lysimeter 1,1.704
2019-07-03,E3,Lysimeter 1,1.764
2019-07-04,E3,Lysimeter 1,1.732
2019-07-05,E3,Lysimeter 1,1.684
2019-07-06,E3,Lysimeter 1,1.552
2019-07-07,E3,Lysimeter 1,1.4
2019-07-08,E3,Lysimeter 1,1.304
2019-07-09,E3,Lysimeter 1,1.264
2019-07-10,E3,Lysimeter 1,1.272
2019-07-11,E3,Lysimeter 1,1.264
2019-07-12,E3,Lysimeter 1,1.196
2019-07-13,E3,Lysimeter 1,1.128
2019-07-14,E3,Lysimeter 1,1.072
2019-07-15,E3,Lysimeter 1,1.032
2019-07-16,E3,Lysimeter 1,1.0
2019-07-17,E3,Lysimeter 1,0.948
2019-07-18,E3,Lysimeter 1,0.904
2019-07-19,E3,Lysimeter 1,0.864
2019-07-20,E3,Lysimeter 1,0.808
2019-07-21,E3,Lysimeter 1,0.756
2019-07-22,E3,Lysimeter 1,0.708
2019-07-23,E3,Lysimeter 1,0.676
2019-07-24,E3,Lysimeter 1,0.632
2019-07-25,E3,Lysimeter 1,0.6
2019-07-26,E3,Lysimeter 1,0.564
2019-07-27,E3,Lysimeter 1,0.536
2019-07-28,E3,Lysimeter 1,0.512
2019-07-29,E3,Lysimeter 1,0.468
2019-07-30,E3,Lysimeter 1,0.436
2019-07-31,E3,Lysimeter 1,0.4
2019-08-01,E3,Lysimeter 1,0.368
2019-08-02,E3,Lysimeter 1,0.348
2019-08-03,E3,Lysimeter 1,0.324
2019-08-04,E3,Lysimeter 1,0.292
2019-08-05,E3,Lysimeter 1,0.272
2019-08-06,E3,Lysimeter 1,0.252
2019-08-07,E3,Lysimeter 1,0.22
2019-08-08,E3,Lysimeter 1,0.16
2019-08-09,E3,Lysimeter 1,0.0
2019-08-10,E3,Lysimeter 1,0.0
2019-08-11,E3,Lysimeter 1,0.0
2019-08-12,E3,Lysimeter 1,0.0
2019-08-13,E3,Lysimeter 1,0.0
2019-08-14,E3,Lysimeter 1,0.0
2019-08-15,E3,Lysimeter 1,0.0
2019-08-16,E3,Lysimeter 1,0.0
2019-08-17,E3,Lysimeter 1,0.0
2019-08-18,E3,Lysimeter 1,0.0
2019-08-19,E3,Lysimeter 1,0.0
2019-08-20,E3,Lysimeter 1,0.0
2019-08-21,E3,Lysimeter 1,0.0
2019-08-22,E3,Lysimeter 1,0.0
2019-08-23,E3,Lysimeter 1,0.0
2019-08-24,E3,Lysimeter 1,0.0
2019-08-25,E3,Lysimeter 1,0.0
2019-08-26,E3,Lysimeter 1,0.0
2019-08-27,E3,Lysimeter 1,0.0
2019-08-28,E3,Lysimeter 1,0.0
2019-08-29,E3,Lysimeter 1,0.0
2019-08-30,E3,Lysimeter 1,0.0
2019-08-31,E3,Lysimeter 1,0.0
2019-09-01,E3,Lysimeter 1,0.0
2019-09-02,E3,Lysimeter 1,0.0
2019-09-03,E3,Lysimeter 1,0.0
2019-09-04,E3,Lysimeter 1,0.0
2019-09-05,E3,Lysimeter 1,0.02
2019-09-06,E3,Lysimeter 1,0.108
2019-09-07,E3,Lysimeter 1,0.116
2019-09-08,E3,Lysimeter 1,0.108
2019-09-09,E3,Lysimeter 1,0.12
2019-09-10,E3,Lysimeter 1,0.148
2019-09-11,E3,Lysimeter 1,0.164
2019-09-12,E3,Lysimeter 1,0.172
2019-09-13,E3,Lysimeter 1,0.184
2019-09-14,E3,Lysimeter 1,0.204
2019-09-15,E3,Lysimeter 1,0.2
2019-09-16,E3,Lysimeter 1,0.196
2019-09-17,E3,Lysimeter 1,0.192
2019-09-18,E3,Lysimeter 1,0.188
2019-09-19,E3,Lysimeter 1,0.188
2019-09-20,E3,Lysimeter 1,0.184
2019-09-21,E3,Lysimeter 1,0.164
2019-09-22,E3,Lysimeter 1,0.168
2019-09-23,E3,Lysimeter 1,0.152
2019-09-24,E3,Lysimeter 1,0.128
2019-09-25,E3,Lysimeter 1,0.12
2019-09-26,E3,Lysimeter 1,0.116
2019-09-27,E3,Lysimeter 1,0.092
2019-09-28,E3,Lysimeter 1,0.088
2019-09-29,E3,Lysimeter 1,0.068
2019-09-30,E3,Lysimeter 1,0.076
2019-10-01,E3,Lysimeter 1,0.076
2019-10-02,E3,Lysimeter 1,0.06
2019-10-03,E3,Lysimeter 1,0.056
2019-10-04,E3,Lysimeter 1,0.052
2019-10-05,E3,Lysimeter 1,0.064
2019-10-06,E3,Lysimeter 1,0.084
2019-10-07,E3,Lysimeter 1,0.084
2019-10-08,E3,Lysimeter 1,0.088
2019-10-09,E3,Lysimeter 1,0.108
2019-10-10,E3,Lysimeter 1,0.124
2019-10-11,E3,Lysimeter 1,0.148
2019-10-12,E3,Lysimeter 1,0.172
2019-10-13,E3,Lysimeter 1,0.18
2019-10-14,E3,Lysimeter 1,0.208
2019-10-15,E3,Lysimeter 1,0.216
2019-10-16,E3,Lysimeter 1,0.248
2019-10-17,E3,Lysimeter 1,0.264
2019-10-18,E3,Lysimeter 1,0.24
2019-10-19,E3,Lysimeter 1,0.252
2019-10-20,E3,Lysimeter 1,0.24
2019-10-21,E3,Lysimeter 1,0.292
2019-10-22,E3,Lysimeter 1,0.364
2019-10-23,E3,Lysimeter 1,0.44
2019-10-24,E3,Lysimeter 1,0.544
2019-10-25,E3,Lysimeter 1,0.668
2019-10-26,E3,Lysimeter 1,0.796
2019-10-27,E3,Lysimeter 1,0.936
2019-10-28,E3,Lysimeter 1,1.032
2019-10-29,E3,Lysimeter 1,1.164
2019-10-30,E3,Lysimeter 1,1.324
2019-10-31,E3,Lysimeter 1,1.596
2019-11-01,E3,Lysimeter 1,1.88
2019-11-02,E3,Lysimeter 1,2.732
2019-11-03,E3,Lysimeter 1,4.324
2019-11-04,E3,Lysimeter 1,4.916
2019-11-05,E3,Lysimeter 1,4.82
2019-11-06,E3,Lysimeter 1,4.492
2019-11-07,E3,Lysimeter 1,4.24
2019-11-08,E3,Lysimeter 1,4.008
2019-11-09,E3,Lysimeter 1,0.416
2019-11-10,E3,Lysimeter 1,2.144
2019-11-11,E3,Lysimeter 1,3.276
2019-11-12,E3,Lysimeter 1,1.612
2019-11-13,E3,Lysimeter 1,2.92
2019-11-14,E3,Lysimeter 1,2.764
2019-11-15,E3,Lysimeter 1,2.536
2019-11-16,E3,Lysimeter 1,2.368
2019-11-17,E3,Lysimeter 1,2.256
2019-11-18,E3,Lysimeter 1,2.12
2019-11-19,E3,Lysimeter 1,1.964
2019-11-20,E3,Lysimeter 1,1.836
2019-11-21,E3,Lysimeter 1,1.732
2019-11-22,E3,Lysimeter 1,1.656
2019-11-23,E3,Lysimeter 1,0.076
2019-11-24,E3,Lysimeter 1,1.296
2019-11-25,E3,Lysimeter 1,1.496
2019-11-26,E3,Lysimeter 1,1.56
2019-11-27,E3,Lysimeter 1,1.452
2019-11-28,E3,Lysimeter 1,1.408
2019-11-29,E3,Lysimeter 1,0.284
2019-11-30,E3,Lysimeter 1,0.0
2019-12-01,E3,Lysimeter 1,0.0
2019-12-02,E3,Lysimeter 1,0.0
2019-12-03,E3,Lysimeter 1,0.0
2019-12-04,E3,Lysimeter 1,0.0
2019-12-05,E3,Lysimeter 1,0.0
2019-12-06,E3,Lysimeter 1,0.0
2019-12-07,E3,Lysimeter 1,0.0
2019-12-08,E3,Lysimeter 1,0.0
2019-12-09,E3,Lysimeter 1,7.388
2019-12-10,E3,Lysimeter 1,2.912
2019-12-11,E3,Lysimeter 1,0.0
2019-12-12,E3,Lysimeter 1,0.0
2019-12-13,E3,Lysimeter 1,0.0
2019-12-14,E3,Lysimeter 1,0.0
2019-12-15,E3,Lysimeter 1,0.0
2019-12-16,E3,Lysimeter 1,0.0
2019-12-17,E3,Lysimeter 1,0.0
2019-12-18,E3,Lysimeter 1,0.0
2019-12-19,E3,Lysimeter 1,0.0
2019-12-20,E3,Lysimeter 1,0.0
2019-12-21,E3,Lysimeter 1,0.0
2019-12-22,E3,Lysimeter 1,0.0
2019-12-23,E3,Lysimeter 1,0.0
2019-12-24,E3,Lysimeter 1,0.0
2019-12-25,E3,Lysimeter 1,0.0
2019-12-26,E3,Lysimeter 1,0.0
2019-12-27,E3,Lysimeter 1,0.0
2019-12-28,E3,Lysimeter 1,1.248
2019-12-29,E3,Lysimeter 1,0.136
2019-12-30,E3,Lysimeter 1,0.0
2019-12-31,E3,Lysimeter 1,0.0
2020-01-01,E3,Lysimeter 1,0.004
2020-01-02,E3,Lysimeter 1,0.0
2020-01-03,E3,Lysimeter 1,0.0
2020-01-04,E3,Lysimeter 1,0.008
2020-01-05,E3,Lysimeter 1,0.0
2020-01-06,E3,Lysimeter 1,0.0
2020-01-07,E3,Lysimeter 1,0.0
2020-01-08,E3,Lysimeter 1,0.0
2020-01-09,E3,Lysimeter 1,0.0
2020-01-10,E3,Lysimeter 1,0.0
2020-01-11,E3,Lysimeter 1,5.444
2020-01-12,E3,Lysimeter 1,0.816
2020-01-13,E3,Lysimeter 1,0.0
2020-01-14,E3,Lysimeter 1,0.0
2020-01-15,E3,Lysimeter 1,0.0
2020-01-16,E3,Lysimeter 1,0.0
2020-01-17,E3,Lysimeter 1,0.0
2020-01-18,E3,Lysimeter 1,0.0
2020-01-19,E3,Lysimeter 1,0.0
2020-01-20,E3,Lysimeter 1,0.0
2020-01-21,E3,Lysimeter 1,0.0
2020-01-22,E3,Lysimeter 1,0.0
2020-01-23,E3,Lysimeter 1,0.0
2020-01-24,E3,Lysimeter 1,0.0
2020-01-25,E3,Lysimeter 1,0.0
2020-01-26,E3,Lysimeter 1,0.0
2020-01-27,E3,Lysimeter 1,0.0
2020-01-28,E3,Lysimeter 1,0.0
2020-01-29,E3,Lysimeter 1,0.0
2020-01-30,E3,Lysimeter 1,0.0
2020-01-31,E3,Lysimeter 1,0.0
2020-02-01,E3,Lysimeter 1,0.0
2020-02-02,E3,Lysimeter 1,0.0
2020-02-03,E3,Lysimeter 1,0.0
2020-02-04,E3,Lysimeter 1,0.0
2020-02-05,E3,Lysimeter 1,0.0
2020-02-06,E3,Lysimeter 1,0.0
2020-02-07,E3,Lysimeter 1,0.0
2020-02-08,E3,Lysimeter 1,0.0
2020-02-09,E3,Lysimeter 1,0.0
2020-02-10,E3,Lysimeter 1,0.0
2020-02-11,E3,Lysimeter 1,0.0
2020-02-12,E3,Lysimeter 1,0.0
2020-02-13,E3,Lysimeter 1,0.0
2020-02-14,E3,Lysimeter 1,0.0
2020-02-15,E3,Lysimeter 1,0.0
2020-02-16,E3,Lysimeter 1,0.0
2020-02-17,E3,Lysimeter 1,0.0
2020-02-18,E3,Lysimeter 1,0.0
